Transaction ID,Customer ID,Category,Item,Price Per Unit,Quantity,Total Spent,Payment Method,Location,Transaction Date,Discount Applied
TXN_9970141,CUST_10,Electric household essentials,???,5.0,3.0,$$$,,In-store,2023-07-03,False
TXN_6305251,CUST_01,Computers and electric accessories,???,-24.5,,-245.0,Credit Card,In-store,,True
TXN_6109021,CUST_06,Electric household essentials,Item_16_EHE,286.12684079560313,unknown,,Digital Wallet,Online,01/01/2023,True
TXN_1326495,CUST_16,cat1,PHON3,35.0,2.0,70.0,Cash,In-store,2024-06-26,True
TXN_6113286,CUST_07,Electric household essentials,,,39.0,-400.7687485483278,,In-store,2023-12-05,
TXN_4972574,CUST_09,,???,18.5,-5.0,1018.4320153251861,Digital Wallet,In-store,2010-07-02,
TXN_6549525,CUST_22,Beverages,,213.31605155716045,unknown,$$$,Cahs,Loc_X,2023-10-02,True
TXN_8673519,CUST_09,Beverages,???,,error,359.2604002142273,Credit Card,In-store,2023-01-16,True
TXN_6897096,CUST_06,Furniture,Item_14_FUR,24.5,,245.0,Credit Card,In-store,16/12/1999,True
TXN_7153317,CUST_25,Computers and electric accessories,UNKNOWN,error,-4.0,unknown,Digital Wallet,In-store,,False
TXN_3675138,CUST_10,???,Item_23_MILK,,-7.0,266.0,,Online,2022-07-15,False
TXN_2694098,CUST_09,???,undefined,unknown,-10.0,,Cash,Online,10-20-2024,
TXN_6187949,CUST_18,undefined,,$$$,3.0,-272.4302581363927,Credit Card,Online,2023-11-29,
TXN_3145344,CUST_19,,,N/A,1.0,1511.4343859469875,DEBIT,,01.01.2028,
TXN_3372645,CUST_02,Beverages,Tableet,192.6952233479812,,1215.6198378873614,Cash,In-store,,True
TXN_3234903,CUST_06,Patisserie,Item_24_PAT,39.5,-3.0,-118.5,Credit Card,In-store,,
TXN_1150006,CUST_01,Furniture,UNKNOWN,196.3663360188773,5.0,-164.21881617698168,Digital Wallet,Online,03/10/2024,True
TXN_3854731,CUST_03,,,23.0,5.0,-115.0,undefined,In-store,2025-01-01,True
TXN_4002469,,CAT_X,,124.68017651853914,1.0,1338.4877447338097,Credit Card,Online,2023-12-01,0
TXN_8209222,C-7865,Butchers,Item_15_BUT,249.68814266809142,unknown,78.0,paypal,Online,03-04-2023,False
TXN_1983263,CUST_06,Electric household essentials,Item_2_EHE,285.98392634234114,unknown,13.0,Credit Card,In-store,2022-10-12,False
TXN_1471432,CUST_17,Furniture,,33.5,-3.0,762.9777470792137,Cash,Online,2022-03-01,
TXN_8279458,CUST_01,,,,,1571.254855623365,Credit Card,,2022-07-03,True
TXN_1997401,CUST_18,Patisserie,Item_13_PAT,,7.0,,,Online,2027-09-25,
,CUST_25,Computers and electric accessories,,32.0,error,256.0,Cash,Online,2026-05-06,True
TXN_6772439,CUST_23,Butchers,Tableet,,N/A,unknown,Cash,Online,2023-10-15,False
TXN_4891106,CUST_03,Beverages,undefined,$$$,10.0,,Cash,Online,,False
TXN_8957827,CUST_22,,Item_17_CEA,29.0,unknown,,,Online,21-11-2023,True
TXN_7442640,CUST_20,Milk Products,,unknown,9.0,247.5,N/A,Online,2022-07-07,True
TXN_2894999,CUST_14,Beverages,Item_17_BEV,29.0,30.0,-1055.1490182429898,Digital Wallet,Online,,
TXN_5458562,CUST_21,,,$$$,,,Digital Wallet,In-store,2024-05-23,
TXN_3648215,CUST_01,Food,,236.91127942015822,6.0,-24.102997862989987,Cash,In-store,2024-03-29,
TXN_3625111,CUST_02,Patisserie,UNKNOWN,-36.35102254508172,58.0,1178.9481311786437,Digital Wallet,Online,2024-02-04,
TXN_2436739,CUST_02,Patisserie,Item_13_PAT,,2.0,46.0,Credit Card,In-store,29.08.2022,
TXN_9619283,CUST_01,Butchers,N/A,35.0,unknown,error,,Online,2022-12-11,
TXN_6964544,CUST_16,,,,,,Cash,Online,2022-07-20,False
TXN_6257706,CUST_19,Beverages,Item_24_BEV,39.5,unknown,$$$,Cash,Online,,True
TXN_8549366,CUST_03,Food,Item_14_FOOD,276.5850624018756,,error,Digital Wallet,In-store,2023-08-03,False
TXN_6801089,CUST_06,Patisserie,Item_18_PAT,30.5,N/A,,Digital Wallet,In-store,2022-11-20,
TXN_5849869,cust_4582,CAT_X,Item_4_EHE,9.5,-7.0,31.599912318446943,paypal,In-store,2022-08-27,
TXN_2669850,CUST_22,Electric household essentials,,29.0,,997.1443504144116,Cash,Online,2016-05-13,True
TXN_7548261,CUST_08,,,error,unknown,100.0,Digital Wallet,In-store,2000-08-11,True
TXN_4742105,CUST_23,Milk Products,,error,7.0,1126.455522301338,Credit Card,In-store,2023-12-09,
TXN_3827408,CUST_14,undefined,Item_3_FOOD,8.0,6.0,,undefined,Online,2024/01/28,
TXN_5187952,CUST_22,Beverages,Tableet,21.5,8.0,668.3663490692877,Credit Card,In-store,,False
TXN_9989610,CUST_20,,???,error,58.0,,???,Loc_X,01/01/2023,False
TXN_4334628,CUST_10,Electric household essentials,Item_22_EHE,error,,36.5,Digital Wallet,Online,2010-05-23,
TXN_8089893,CUST_12,Furniture,Laptoppp,unknown,,215.0,,Online,,
TXN_6774418,CUST_17,Furniture,Item_25_FUR,41.0,,$$$,DEBIT,N/A,2027-11-14,True
TXN_5809744,CUST_18,Food,Item_9_FOOD,17.0,,N/A,Cahs,In-store,01/01/2023,True
TXN_9861104,CUST_02,undefined,N/A,38.0,unknown,unknown,DEBIT,In-store,2024-05-01,False
TXN_9188139,CUST_05,Food,Item_14_FOOD,-24.5,N/A,73.5,Credit Card,In-store,2024-07-28,True
TXN_8664749,CUST_24,,,,N/A,,Cash,In-store,1996-03-20,
TXN_5506088,CUST_24,,???,,-2.0,73.0,,Online,2022-05-31,True
TXN_2179469,CUST_23,???,Item_17_PAT,29.0,5.0,568.6981164396487,Credit Card,In-store,01/12/2023,False
TXN_6474835,CUST_19,Butchers,Item_6_BUT,205.1931213693133,32.0,125.0,DEBIT,Online,1995-11-03,True
TXN_5747894,CUST_14,Beverages,,N/A,N/A,-1612.9841445555796,Creditt Card,Online,10/03/2001,False
TXN_5655357,CUST_06,Patisserie,Item_11_PAT,$$$,10.0,-65.83944876706624,paypal,,2004-12-27,False
TXN_9379089,CUST_04,,PHON3,$$$,4.0,140.0,,In-store,2028/03/17,True
TXN_6402496,CUST_13,cat1,,9.5,48.0,1595.2558950770565,Cash,In-store,2022-08-26,True
TXN_8602784,CUST_06,Electric household essentials,undefined,unknown,,N/A,Credit Card,Online,,False
TXN_2235747,CUST_12,Computers and electric accessories,Laptoppp,18.5,error,839.2761192730582,Credit Card,Online,2027/02/01,True
TXN_5147764,CUST_01,,,N/A,-5.0,73.92582969309692,Credit Card,Online,2023-09-06,True
TXN_6165989,CUST_13,,Item_5_FOOD,N/A,error,N/A,undefined,Online,,False
TXN_9750559,CUST_18,,PHON3,168.80299748193212,33.0,unknown,,Online,,True
TXN_5188226,CUST_05,Misc,N/A,29.0,,unknown,Digital Wallet,In-store,2022-09-09,
TXN_6866610,CUST_06,Electric household essentials,Item_18_EHE,30.5,,-434.872608348881,Cash,In-store,,False
TXN_9469288,CUST_13,Patisserie,Item_11_PAT,265.8487467193575,-5.0,-160.0,,Online,2024-11-25,False
TXN_7893709,CUST_21,Milk Products,N/A,error,N/A,260.0,Digital Wallet,Online,2027-12-15,True
TXN_7564949,CUST_01,Butchers,Item_5_BUT,11.0,10.0,742.7489332934142,,In-store,,True
TXN_5890409,CUST_17,Misc,undefined,,error,717.5688627900065,paypal,Online,2022/10/26,False
TXN_9180432,CUST_15,Food,Item_14_FOOD,error,1.0,24.5,Digital Wallet,In-store,,False
TXN_7235181,CUST_22,CAT_X,Item_3_MILK,N/A,,error,Digital Wallet,Online,2023-12-13,
TXN_7999293,CUST_10,Milk Products,Item_20_MILK,,unknown,301.5,Credit Card,???,2024-07-23,
TXN_3794243,CUST_20,,Item_8_MILK,240.96493464760536,-8.0,$$$,Digital Wallet,Online,15/05/1997,
TXN_8737201,CUST_24,Furniture,PHON3,27.5,7.0,2490.857996503791,Digital Wallet,In-store,,False
TXN_9834766,,,Item_22_BUT,36.5,9.0,,Credit Card,Online,2023-10-24,False
,CUST_11,cat1,undefined,N/A,error,-258.724046611733,Digital Wallet,Online,2027-06-15,True
TXN_4380514,CUST_24,N/A,Item_12_BEV,21.5,-10.0,215.0,,Online,2024-03-15,
TXN_6411912,CUST_17,Electric household essentials,Item_25_EHE,unknown,N/A,328.0,Digital Wallet,In-store,2026-08-06,True
TXN_2791670,CUST_04,Food,undefined,-22.234823202836676,unknown,-44.0,Credit Card,In-store,,True
TXN_8244193,CUST_13,Butchers,,14.0,-8.0,-139.2961210055098,,Online,2008-05-02,True
TXN_5310579,,N/A,,-59.73255892074234,53.0,185.0,Digital Wallet,In-store,2008-04-04,
TXN_5721092,,,undefined,N/A,N/A,467.7988028908288,Digital Wallet,In-store,1999-09-24,
TXN_6263807,CUST_10,,PHON3,error,error,-659.7586414232645,,In-store,2010-06-02,
TXN_8836430,CUST_08,,,15.5,6.0,-241.6535108447828,,In-store,2025-01-01,yes
TXN_8956524,CUST_05,Beverages,Item_16_BEV,27.5,unknown,-1154.5178314632715,Credit Card,Online,2022-12-10,N
TXN_4122441,CUST_24,Patisserie,Item_17_PAT,,unknown,-29.0,Cash,Online,2026-08-22,
TXN_4848504,CUST_07,???,Item_12_FUR,207.33990801661943,,1642.070719694765,,Online,06.01.2023,True
TXN_6632861,CUST_16,Furniture,,error,36.0,N/A,Digital Wallet,,22.08.2023,
TXN_2090456,CUST_05,,,,10.0,3322.369525300919,,In-store,2023-12-15,True
TXN_2169574,CUST_03,CAT_X,,,error,N/A,Cash,Loc_X,2024-04-23,False
TXN_3339094,9071,UNKNOWN,item_x,14.0,5.0,,undefined,Online,,False
TXN_5750056,CUST_24,cat1,Item_21_FUR,,unknown,,Digital Wallet,In-store,2023-09-20,True
TXN_5026777,CUST_19,Milk Products,Item_8_MILK,-63.79872920629409,-7.0,N/A,,Online,2022-12-23,
TXN_5149787,CUST_05,UNKNOWN,,41.0,58.0,369.0,Wiretransfer,Online,18/02/2024,True
TXN_5798363,CUST_13,Beverages,Item_12_BEV,21.5,1.0,61.90147309790815,,In-store,01/01/2023,
TXN_2325423,CUST_12,Food,,,31.0,$$$,Cash,In-store,12-17-2024,
TXN_8090678,,,Item_8_EHE,15.5,5.0,77.5,Digital Wallet,Online,,False
TXN_6906730,CUST_09,Patisserie,Item_15_PAT,-26.0,,234.0,???,Online,02/10/2023,
TXN_2415104,CUST_12,,item_x,,51.0,34.0,Digital Wallet,In-store,,True
TXN_1588276,CUST_20,Misc,Item_8_BUT,,37.0,error,,In-store,10-08-2022,
TXN_1481798,CUST_21,Electric household essentials,Item_13_EHE,23.0,1.0,23.0,DEBIT,Online,2023-05-09,False
,,undefined,undefined,unknown,2.0,,DEBIT,Online,01/01/2023,
TXN_4541411,CUST_06,Electric household essentials,,280.4093723656184,N/A,1577.942747864277,,Online,2025-01-15,
TXN_1799662,CUST_23,,Tableet,N/A,-7.0,,Digital Wallet,Online,2022-01-09,False
TXN_5374866,CUST_08,,Item_11_BUT,20.0,-6.0,120.0,???,Online,2022-03-04,
TXN_9857360,CUST_05,cat1,,,N/A,error,paypal,In-store,1991-01-09,False
TXN_1271965,CUST_12,Patisserie,,12.5,10.0,-125.0,undefined,Online,,False
TXN_1792802,CUST_02,Furniture,Item_1_FUR,unknown,,error,Credit Card,In-store,01/01/2023,True
TXN_9036436,CUST_15,,,unknown,-5.0,$$$,Credit Card,In-store,1998-08-05,
TXN_3438683,CUST_01,undefined,Item_20_FUR,,-6.0,2077.419701227728,,Online,2024-12-14,1
TXN_2364390,CUST_23,???,PHON3,$$$,-6.0,-1148.6950476725826,Credit Card,Online,31/01/2023,
TXN_4719168,CUST_01,Food,,$$$,unknown,-96.0,Credit Card,Online,2022-10-30,False
TXN_2069389,CUST_01,Beverages,,39.5,2.0,79.0,Cash,Online,2024/02/29,False
TXN_6890854,CUST_16,Beverages,Item_8_BEV,-80.25511662320822,unknown,108.5,Cash,Online,2027-02-12,
TXN_9534913,CUST_24,N/A,Item_8_EHE,15.5,9.0,unknown,,Online,,False
TXN_1047304,CUST_08,Other,Item_5_BEV,11.0,1.0,error,,In-store,2023-10-25,False
TXN_7612835,,,,6.5,,,Credit Card,Online,1995-08-21,
TXN_8699307,CUST_09,Food,,-34.76862686686902,,-813.4278153420487,Credit Card,In-store,,True
TXN_5874772,CUST_23,Food,,,7.0,72.43006802654693,Cash,Online,,True
TXN_8757431,,Electric household essentials,Item_9_EHE,17.0,,153.0,Cash,In-store,2027-09-10,False
TXN_9269245,CUST_07,UNKNOWN,Laptoppp,213.24284733024697,1.0,error,Credit Card,In-store,15/12/2024,0
TXN_1618066,CUST_15,Food,Item_5_FOOD,194.64468524469785,34.0,-33.0,,In-store,2022-11-14,
TXN_7467051,CUST_22,Milk Products,item_x,14.0,,-994.9709382744255,Credit Card,???,,False
TXN_2009395,CUST_13,,PHON3,20.0,6.0,,Digital Wallet,Online,2024-08-12,False
TXN_1476186,CUST_21,Electric household essentials,Laptoppp,242.99712019045253,error,506.50313249036066,???,In-store,2022-11-18,False
TXN_4153975,CUST_21,,,32.0,8.0,256.0,Digital Wallet,Online,12-23-2026,
TXN_5479660,,,Item_16_CEA,27.5,,866.3311015465421,,Online,2023-02-11,
TXN_9525639,CUST_20,,Item_7_MILK,14.0,unknown,,,Online,2023-07-27,no
,CUST_10,Computers and electric accessories,Item_12_CEA,21.5,10.0,N/A,undefined,In-store,10.08.2024,True
TXN_6688642,CUST_25,Butchers,PHON3,N/A,-3.0,,Cash,Online,2023-12-20,False
TXN_5612604,CUST_03,cat1,Item_7_BEV,-14.0,error,$$$,Digital Wallet,Online,2026-10-30,yes
TXN_3770345,CUST_25,Milk Products,,-77.80389354430775,-6.0,,Digital Wallet,Online,2015-06-07,0
TXN_1524234,CUST_16,Electric household essentials,Item_7_EHE,14.0,10.0,,Digital Wallet,Online,11-12-2022,False
TXN_4674560,CUST_06,Electric household essentials,Item_22_EHE,36.5,9.0,328.5,Digital Wallet,Online,,
TXN_2848606,CUST_21,Electric household essentials,Item_20_EHE,,,,Wiretransfer,In-store,2022-12-20,
TXN_3301515,CUST_17,,,-23.29832416931057,2.0,31.0,Wiretransfer,Online,2022-01-10,True
,CUST_03,cat1,Item_3_MILK,-44.003745469049626,1.0,8.0,Cash,In-store,2027-01-28,False
TXN_4815763,CUST_03,Electric household essentials,,,52.0,unknown,,Online,,
TXN_1384004,CUST_25,Butchers,Item_17_BUT,29.0,,N/A,Cash,N/A,01/01/2023,
TXN_4845406,CUST_01,,,-20.0,error,,Digital Wallet,In-store,2026-12-10,False
TXN_8363775,CUST_22,Computers and electric accessories,Item_4_CEA,-9.5,9.0,,Cash,Online,2027-08-08,False
TXN_7488201,CUST_14,Furniture,Item_19_FUR,-17.162417770202467,N/A,,Cash,Online,,
TXN_1564693,CUST_13,Beverages,Item_17_BEV,unknown,6.0,,Cash,UNKNOWN,2024-01-02,True
TXN_5945537,CUST_15,,Item_25_CEA,41.0,N/A,2532.852061306548,DEBIT,In-store,2024-02-14,
TXN_4146011,CUST_17,Electric household essentials,Item_19_EHE,32.0,,288.0,DEBIT,In-store,2001/01/06,
TXN_5444504,CUST_05,Food,Item_11_FOOD,-20.0,N/A,200.0,Digital Wallet,Online,2026-05-16,False
TXN_2527115,CUST_22,Beverages,Item_2_BEV,-6.5,,-474.4681344116539,,Online,1997-06-09,False
TXN_1213004,CUST_19,,N/A,,-2.0,43.0,,,2022-03-18,False
TXN_6784148,CUST_07,Computers and electric accessories,Item_25_CEA,,39.0,876.3222165393586,DEBIT,Online,2023-05-12,False
TXN_6144549,CUST_02,CAT_X,Item_20_MILK,N/A,27.0,-100.5,,???,10-04-2023,
TXN_6627221,CUST_17,Food,,24.5,2.0,$$$,Credit Card,,,0
TXN_1820052,CUST_09,,,30.5,6.0,unknown,Credit Card,Online,2023-09-05,True
TXN_6309225,CUST_07,cat1,Item_8_EHE,15.5,unknown,N/A,Wiretransfer,Online,2023-08-15,False
TXN_9180837,CUST_24,Milk Products,N/A,253.88999786593146,3.0,42.0,,In-store,2028-02-17,False
TXN_7815351,CUST_18,,Item_4_EHE,error,,unknown,Credit Card,In-store,2024-10-10,False
TXN_8367212,CUST_13,Beverages,Item_14_BEV,24.5,,$$$,Cash,Online,2023-10-01,
TXN_8867982,CUST_18,cat1,,35.0,,539.3850236206256,Credit Card,Online,2022-11-01,False
TXN_9575417,CUST_04,Furniture,,146.47955932762602,2.0,,Digital Wallet,,2022-05-15,False
TXN_5856842,CUST_03,Furniture,Item_11_FUR,20.0,error,120.0,Credit Card,Online,,
TXN_9398801,CUST_13,Beverages,,error,N/A,N/A,,In-store,2024/02/28,
,CUST_15,Food,,20.0,error,unknown,Credit Card,,,True
TXN_5045913,cust_5262,Furniture,undefined,38.0,unknown,1349.5764458085291,Cahs,Online,17.10.2022,
TXN_9885625,CUST_22,Beverages,Item_10_BEV,,3.0,2077.7105633934157,Cash,In-store,2024-03-23,False
TXN_6924343,CUST_11,Beverages,Item_1_BEV,unknown,unknown,N/A,Cash,Online,2023-03-11,N
TXN_7038132,CUST_01,Milk Products,Item_3_MILK,unknown,,,paypal,Online,13/11/2022,
TXN_1809996,CUST_04,,N/A,38.0,N/A,228.0,Cahs,,,
TXN_4731654,CUST_13,Furniture,Item_23_FUR,38.0,3.0,$$$,paypal,???,01/01/2023,True
TXN_2542045,CUST_24,Patisserie,Item_8_PAT,15.5,42.0,77.5,,In-store,2017-08-11,False
TXN_4069953,CUST_25,Misc,,N/A,,N/A,Cahs,Online,2023-01-01,False
TXN_2049510,CUST_20,Beverages,,,N/A,42.42921506052498,Digital Wallet,In-store,,False
TXN_4057646,CUST_15,Other,Item_7_PAT,14.0,9.0,126.0,Digital Wallet,In-store,,
TXN_6749795,CUST_12,,,,,unknown,Digital Wallet,Online,2005-07-08,True
TXN_5807928,CUST_08,Butchers,,,error,180.0,Cash,Online,01/01/2023,True
TXN_9994084,CUST_24,cat1,Item_22_FOOD,,N/A,146.0,Credit Card,Online,2022-02-17,
TXN_2952993,CUST_08,,Laptoppp,$$$,1.0,30.557683521415758,Credit Card,In-store,2024-11-20,True
TXN_7272018,CUST_11,Food,Tableet,41.0,7.0,$$$,Credit Card,In-store,2023-06-01,
TXN_3017727,CUST_11,Computers and electric accessories,PHON3,23.0,8.0,1033.0680896561528,Cash,Online,2005-03-25,False
TXN_1931355,CUST_15,Furniture,Item_14_FUR,24.5,3.0,73.5,paypal,In-store,2022-09-30,
TXN_7608681,CUST_17,,,26.0,unknown,N/A,,In-store,2027-09-13,True
TXN_5870039,CUST_08,Butchers,Item_4_BUT,,N/A,9.5,Credit Card,Online,2027-02-25,True
TXN_8879912,CUST_15,Patisserie,PHON3,265.8400547373664,1.0,836.4652796756599,Credit Card,Online,2024-10-31,True
TXN_6677671,,Electric household essentials,Item_11_EHE,-20.0,37.0,,Credit Card,Online,2022-04-27,
TXN_4212494,CUST_02,Electric household essentials,Item_5_EHE,-11.0,,$$$,DEBIT,Online,2022-11-16,False
TXN_8887105,CUST_15,Electric household essentials,Laptoppp,6.5,9.0,N/A,N/A,Online,14/11/2024,False
TXN_7844000,7149,Misc,,,unknown,$$$,Creditt Card,???,,True
TXN_1467305,CUST_09,Patisserie,,20.0,58.0,40.0,Credit Card,Online,1991-07-28,
TXN_6452444,CUST_09,Food,,11.0,6.0,,???,Online,2014-02-09,True
TXN_6853941,CUST_21,,Item_23_PAT,141.97177353550893,error,$$$,Creditt Card,Online,2024-12-24,False
TXN_2869481,,Beverages,Laptoppp,error,,34.0,Credit Card,In-store,2024-10-28,False
TXN_5974170,,Computers and electric accessories,Tableet,18.5,N/A,-418.76714240521665,,Online,2024-01-21,False
TXN_8461471,CUST_13,N/A,,error,3.0,$$$,Cash,Online,01/01/2023,False
TXN_2596013,CUST_17,,PHON3,error,55.0,-110.0,undefined,Online,2003-10-13,
,CUST_13,N/A,,,59.0,,Digital Wallet,In-store,,True
TXN_6380869,CUST_15,,Item_3_PAT,,9.0,72.0,Cash,Online,1990-02-28,
TXN_2398549,,,Item_23_MILK,,5.0,,Cash,In-store,24/11/2027,
TXN_7147934,CUST_22,,Laptoppp,unknown,unknown,$$$,N/A,In-store,2027-03-31,
,,Beverages,Item_16_BEV,unknown,-1.0,165.0,,In-store,2022-09-29,False
TXN_7688189,CUST_23,,Item_1_BUT,5.0,2.0,10.0,Cash,In-store,2022-01-02,False
TXN_6499717,CUST3535,Computers and electric accessories,Tableet,-92.02122955794832,,137.5,Credit Card,Online,2012-07-21,False
TXN_9862117,CUST_20,Patisserie,Item_3_PAT,error,1.0,unknown,Wiretransfer,Online,2022-05-29,False
TXN_4169487,CUST_02,N/A,Item_16_PAT,27.5,error,-82.5,Cash,In-store,2023-03-26,
TXN_7086211,CUST_11,N/A,Item_20_EHE,,3.0,100.5,Digital Wallet,In-store,,True
TXN_3994914,CUST_13,Furniture,Item_17_FUR,-40.18506910582123,-6.0,1536.6457446306656,Cash,In-store,,True
TXN_1701445,CUST_22,Butchers,Item_16_BUT,27.5,-5.0,-137.5,,In-store,26/05/2022,
TXN_7891763,CUST_18,UNKNOWN,Item_4_PAT,,N/A,unknown,,,2023-01-21,False
TXN_3742213,CUST_21,Butchers,,6.5,,,Creditt Card,In-store,2023-12-10,True
TXN_4044183,CUST_03,cat1,N/A,-11.49513879138008,4.0,20.0,Digital Wallet,In-store,07-31-2023,False
TXN_7100513,CUST_12,???,,27.5,error,192.5,Cash,In-store,2024-06-28,
TXN_9382641,CUST_06,Milk Products,???,14.0,unknown,,Credit Card,,2026-11-14,True
TXN_6728454,CUST_08,,Item_24_MILK,N/A,unknown,993.4267538250988,,Online,2023-10-17,
TXN_2242368,CUST_06,,,254.49032007023442,error,748.4864618318645,DEBIT,Online,2024/09/18,True
TXN_1838613,CUST_19,Milk Products,,206.74291849759405,error,-253.05852469279588,,Loc_X,2005-01-24,True
TXN_7851596,CUST_12,,Item_20_EHE,-33.5,2.0,67.0,Wiretransfer,,2022-01-05,False
TXN_2358087,CUST_12,Other,N/A,9.5,error,38.0,Cash,Online,2023/04/03,
TXN_6583758,CUST_14,,Tableet,error,-6.0,,undefined,???,2024-04-21,yes
TXN_1102128,CUST_22,Furniture,UNKNOWN,-75.66297581161732,3.0,33.0,Credit Card,In-store,01/01/2023,False
TXN_5184251,CUST_02,,Laptoppp,14.0,4.0,error,,In-store,2024-10-14,True
TXN_1089119,9903,,,20.0,9.0,3260.426069147367,Credit Card,In-store,,
TXN_5559800,CUST_01,,Item_12_FOOD,,error,$$$,Digital Wallet,In-store,2022/11/25,
TXN_4777165,CUST_08,,item_x,-8.0,-1.0,22.23357191826225,Cash,In-store,2022-06-01,True
TXN_8215469,CUST_17,Milk Products,Item_23_MILK,,53.0,,,In-store,01/01/2023,
TXN_1580488,C-8007,undefined,Item_25_BEV,235.3944830030799,9.0,-369.0,Wiretransfer,In-store,,
TXN_4468543,CUST_16,Computers and electric accessories,Item_12_CEA,error,error,unknown,N/A,Online,03-26-2024,
TXN_4147529,CUST_18,Computers and electric accessories,Item_13_CEA,23.0,,error,Digital Wallet,In-store,19-10-2022,True
TXN_8084018,CUST_01,,,26.0,8.0,-208.0,Digital Wallet,In-store,2024-05-08,
TXN_6325122,CUST_07,Patisserie,Tableet,5.0,32.0,1626.1776842358593,Credit Card,Online,2024-04-03,False
,CUST_08,Computers and electric accessories,N/A,41.0,3.0,,Wiretransfer,Online,,
TXN_5453940,CUST_25,Furniture,Item_6_FUR,12.5,N/A,$$$,Digital Wallet,Online,,False
TXN_6603773,CUST_11,,,-17.22557685489564,error,93.0,paypal,Online,2026/06/20,True
TXN_1189728,CUST_10,,PHON3,,52.0,,undefined,Online,2026-08-16,
TXN_1063182,2644,Beverages,Item_2_BEV,unknown,10.0,-65.0,Credit Card,Online,2022-05-02,False
TXN_6292683,CUST_08,Food,Item_22_FOOD,,,-292.0,,Online,,
TXN_1892483,CUST_22,UNKNOWN,,,,234.0,Cash,Online,2026-10-07,True
TXN_5831445,CUST_17,undefined,,161.8155877373049,,,,In-store,2023-10-31,
TXN_7144471,CUST_13,Other,N/A,unknown,8.0,-328.0,paypal,Online,2023-09-28,False
TXN_2128361,CUST_08,N/A,Tableet,,N/A,,Cash,In-store,2023-07-18,
TXN_1434202,CUST_18,???,PHON3,18.5,,,???,Online,2013-03-17,True
TXN_9060698,,,Item_14_CEA,-24.5,7.0,unknown,Digital Wallet,Online,24-03-2023,True
TXN_9659532,CUST_21,Misc,,N/A,,unknown,Cash,In-store,2023-01-08,True
TXN_9475737,CUST_11,undefined,Item_10_BEV,167.87906617637205,N/A,error,,In-store,2023-08-01,
TXN_3932434,9318,,N/A,6.5,unknown,N/A,Credit Card,Online,01/01/2023,True
TXN_5394514,CUST_18,Other,Item_1_PAT,5.0,,$$$,Cash,In-store,2022-04-19,
TXN_6568701,CUST_08,Patisserie,Item_13_PAT,$$$,,-270.24294239621145,Creditt Card,Online,19-02-2028,True
TXN_7799651,cust_3615,Patisserie,Item_9_PAT,17.0,N/A,17.0,Wiretransfer,Online,2024-11-05,False
,cust_8144,,PHON3,$$$,2.0,N/A,Cash,In-store,1994-05-13,False
TXN_2571191,CUST_04,,???,9.5,3.0,,DEBIT,In-store,2023-07-28,
TXN_1207317,,Furniture,Item_24_FUR,39.5,51.0,118.5,Creditt Card,Online,2024-09-13,True
,CUST_24,Computers and electric accessories,Item_19_CEA,32.0,-7.0,658.2193673695781,,Online,2024-07-12,False
TXN_5717466,CUST_08,,Item_11_FOOD,-21.601991275297312,9.0,-180.0,Wiretransfer,In-store,2024-06-14,
TXN_9922518,CUST_08,Food,Item_22_FOOD,-36.5,9.0,328.5,Cash,,2023-07-30,True
TXN_6816540,CUST_23,Food,Item_14_FOOD,unknown,unknown,220.5,Creditt Card,Online,2027-06-12,True
TXN_5412780,CUST_20,Beverages,,35.0,37.0,1040.148223204028,Digital Wallet,In-store,2024-01-14,
TXN_5268837,CUST_01,N/A,UNKNOWN,,,-73.0,Credit Card,Online,2022-01-15,True
TXN_4045427,CUST_07,Food,Item_6_FOOD,12.5,N/A,$$$,Credit Card,Online,31-05-2023,False
TXN_1096134,CUST_06,Food,Item_4_FOOD,9.5,N/A,-76.0,Digital Wallet,In-store,2022-06-11,Y
TXN_8713672,CUST_04,,Item_15_PAT,N/A,5.0,130.0,Credit Card,In-store,2022-09-17,
TXN_2507911,CUST_25,Furniture,,unknown,-1.0,,Cash,Online,2023-10-13,
TXN_4338722,CUST_13,Furniture,,27.5,N/A,unknown,N/A,In-store,1995-09-01,
TXN_2712384,CUST_17,Furniture,,,unknown,201.0,Creditt Card,Online,2023-07-30,
TXN_5411098,1916,Milk Products,undefined,20.0,unknown,error,Cash,,04/06/2026,
TXN_4349507,CUST_18,Electric household essentials,Item_5_EHE,11.0,-7.0,748.3247188497986,Cash,Online,2023-07-17,
TXN_6492305,CUST_23,Electric household essentials,UNKNOWN,208.45684555081,unknown,-302.56086035333067,Cash,Online,2024-06-13,True
TXN_5603167,CUST_10,Misc,???,26.0,-8.0,-676.5899628803182,,Online,,
TXN_5028536,CUST_03,,Item_13_BUT,23.0,error,error,,In-store,2011-07-11,False
TXN_5618781,CUST_09,,N/A,,,,,In-store,2022-11-04,
TXN_9234343,CUST_01,Electric household essentials,undefined,24.5,7.0,-270.07333857408025,Digital Wallet,In-store,2027-01-18,True
TXN_3356979,CUST_01,CAT_X,Item_1_BUT,N/A,,35.0,Cash,,2024-12-30,True
TXN_9455438,CUST_17,Computers and electric accessories,Item_19_CEA,32.0,-2.0,$$$,undefined,In-store,,False
